f1_id,f2_id,f1_name,f2_name,weight_class,f1_knockdowns,f2_knockdowns,f1_sig_strike_atts,f1_sig_strikes,f2_sig_strike_atts,f2_sig_strikes,f1_tot_strike_atts,f1_tot_strikes,f2_tot_strike_atts,f2_tot_strikes,f1_takedown_atts,f1_takedowns,f2_takedown_atts,f2_takedowns,f1_submissions,f2_submissions,f1_reversals,f2_reversals,f1_ctrl_time,f2_ctrl_time,f1_head_strike_atts,f1_head_strikes,f2_head_strike_atts,f2_head_strikes,f1_body_strike_atts,f1_body_strikes,f2_body_strike_atts,f2_body_strikes,f1_leg_strike_atts,f1_leg_strikes,f2_leg_strike_atts,f2_leg_strikes,f1_dist_strike_atts,f1_dist_strikes,f2_dist_strike_atts,f2_dist_strikes,f1_clinch_atts,f1_clinchs,f2_clinch_atts,f2_clinchs,f1_ground_atts,f1_grounds,f2_ground_atts,f2_grounds,total_fight_time,result,fights_url,event_url
763,2350,Colby Covington,Jorge Masvidal,Welterweight,0,0,201,94,140,67,338,218,166,90,15,6,0,0,1,0,1,0,974.0,21.0,190,84,94,38,10,9,19,10,1,1,27,19,160,63,125,55,8,6,15,12,33,25,0,0,1500.0,763,http://www.ufcstats.com/fight-details/d03d0abf331df751,http://www.ufcstats.com/event-details/75e0d3cc2262b732
3210,4149,Marina Rodriguez,Yan Xiaonan,Strawweight,0,0,200,72,132,56,207,79,143,66,0,0,4,2,0,0,0,0,41.0,93.0,166,46,105,37,19,18,9,7,15,8,18,12,182,59,121,48,18,13,11,8,0,0,0,0,900.0,3210,http://www.ufcstats.com/fight-details/9321b3c90ea5ca6c,http://www.ufcstats.com/event-details/75e0d3cc2262b732
3880,2601,Jalin Turner,Jamie Mullarkey,Lightweight,1,0,111,52,59,35,112,53,70,45,1,1,3,1,0,0,0,0,2.0,91.0,86,34,41,22,23,17,12,7,2,1,6,6,96,44,53,30,5,4,2,2,10,4,4,3,900.0,3880,http://www.ufcstats.com/fight-details/fce6ab43b7d09aa4,http://www.ufcstats.com/event-details/75e0d3cc2262b732
1739,2778,Dustin Jacoby,Michal Oleksiejczuk,Heavyweight,0,0,243,89,173,69,269,107,176,72,2,1,2,1,0,0,0,0,190.0,17.0,222,74,160,59,19,13,13,10,2,2,0,0,214,70,170,66,28,18,3,3,1,1,0,0,900.0,1739,http://www.ufcstats.com/fight-details/d5323490163dde0e,http://www.ufcstats.com/event-details/75e0d3cc2262b732
673,3878,Misha Cirkunov,Wellington Turman,Middleweight,0,0,44,30,19,15,64,50,28,24,3,1,3,0,1,2,0,0,184.0,135.0,33,20,12,8,10,9,6,6,1,1,1,1,16,8,12,8,2,2,7,7,26,20,0,0,900.0,3878,http://www.ufcstats.com/fight-details/01468f766dd7385c,http://www.ufcstats.com/event-details/f6a7b02c42e9fc5b
427,1313,Ramiz Brahimaj,Micheal Gillmore,Welterweight,0,0,1,0,2,0,4,2,5,3,1,1,0,0,3,0,0,0,93.0,0.0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,900.0,427,http://www.ufcstats.com/fight-details/c5d5fcf290cc029e,http://www.ufcstats.com/event-details/f6a7b02c42e9fc5b
2958,3203,Armen Petrosyan,Gregory Rodrigues,Middleweight,0,0,231,127,133,61,232,128,133,61,0,0,3,2,0,2,0,0,0.0,94.0,139,50,114,45,47,38,12,9,45,39,7,7,231,127,133,61,0,0,0,0,0,0,0,0,900.0,2958,http://www.ufcstats.com/fight-details/84d633d4a9fbf331,http://www.ufcstats.com/event-details/f6a7b02c42e9fc5b
2272,1415,Islam Makhachev,King Green,Catch Weight Bout,0,0,32,14,13,9,51,30,15,11,2,1,0,0,0,0,0,0,117.0,0.0,27,10,5,2,2,2,6,6,3,2,2,1,10,3,8,4,2,2,3,3,20,9,2,2,1500.0,2272,http://www.ufcstats.com/fight-details/2f4d42e0b9696f71,http://www.ufcstats.com/event-details/f6a7b02c42e9fc5b
3862,107,Arman Tsarukyan,Joel Alvarez,Lightweight,0,0,53,36,10,7,122,93,33,27,2,2,0,0,0,0,0,0,368.0,0.0,48,31,8,5,3,3,2,2,2,2,0,0,9,4,6,4,0,0,0,0,44,32,4,3,900.0,3862,http://www.ufcstats.com/fight-details/8515f07911765f89,http://www.ufcstats.com/event-details/f6a7b02c42e9fc5b
3237,232,Rongzhu,Ignacio Bahamondes,Lightweight,0,0,129,48,194,126,130,49,204,133,4,1,0,0,0,2,0,0,20.0,81.0,114,34,151,86,10,9,28,25,5,5,15,15,126,46,178,117,2,1,3,3,1,1,13,6,900.0,232,http://www.ufcstats.com/fight-details/61a20ff34b6948ba,http://www.ufcstats.com/event-details/f6a7b02c42e9fc5b
2411,4212,Terrance McKinney,Fares Ziam,Lightweight,0,0,4,3,1,1,16,13,1,1,0,0,0,0,1,0,0,0,123.0,4.0,2,2,0,0,2,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,3,3,0,0,900.0,2411,http://www.ufcstats.com/fight-details/cb1f27818d46af0e,http://www.ufcstats.com/event-details/f6a7b02c42e9fc5b
101,1574,Victor Altamirano,Carlos Hernandez,Flyweight,0,0,138,79,172,84,152,92,178,90,4,1,9,2,0,0,0,0,87.0,82.0,87,32,134,56,46,42,26,18,5,5,12,10,125,69,135,61,12,10,35,21,1,0,2,2,900.0,1574,http://www.ufcstats.com/fight-details/181ceedcacc01d48,http://www.ufcstats.com/event-details/f6a7b02c42e9fc5b
2742,2881,Josiane Nunes,Ramona Pascual,Featherweight,2,0,222,98,100,52,245,119,121,71,0,0,10,3,0,0,0,0,43.0,221.0,205,83,71,25,6,5,22,20,11,10,7,7,192,79,89,43,17,12,6,6,13,7,5,3,900.0,2742,http://www.ufcstats.com/fight-details/f087a10a6f2bcc99,http://www.ufcstats.com/event-details/f6a7b02c42e9fc5b
2937,2332,Alejandro Perez,Jonathan Martinez,Featherweight,1,0,146,52,144,74,146,52,144,74,1,0,0,0,0,0,0,0,2.0,0.0,125,34,92,36,11,8,34,23,10,10,18,15,144,50,139,72,2,2,5,2,0,0,0,0,900.0,2332,http://www.ufcstats.com/fight-details/901e62b7af57f559,http://www.ufcstats.com/event-details/f6a7b02c42e9fc5b
1930,533,Ji Yeon Kim,Priscila Cachoeira,Flyweight,0,0,375,170,218,102,376,171,218,102,0,0,1,1,0,0,0,0,5.0,27.0,351,151,185,78,12,9,28,20,12,10,5,4,367,167,205,91,8,3,13,11,0,0,0,0,900.0,533,http://www.ufcstats.com/fight-details/c4eb14c3de579842,http://www.ufcstats.com/event-details/f6a7b02c42e9fc5b
314,2800,Gabriel Benitez,David Onama,Featherweight,0,1,96,46,94,36,96,46,94,36,0,0,2,0,0,0,0,0,0.0,10.0,68,19,86,30,18,17,4,2,10,10,4,4,95,45,92,35,1,1,2,1,0,0,0,0,900.0,2800,http://www.ufcstats.com/fight-details/25da52bc590ef664,http://www.ufcstats.com/event-details/77940e45bc86208e
3555,3697,Chas Skelly,Mark Striegl,Featherweight,1,0,30,14,17,8,63,45,44,34,3,1,2,0,0,0,0,0,223.0,82.0,27,12,11,4,3,2,3,1,0,0,3,3,19,7,14,7,3,3,1,0,8,4,2,1,900.0,3555,http://www.ufcstats.com/fight-details/2d8db91f91f68069,http://www.ufcstats.com/event-details/77940e45bc86208e
3009,287,Parker Porter,Alan Baudot,Heavyweight,0,0,106,43,107,55,150,82,113,61,8,2,0,0,0,0,0,0,394.0,24.0,80,20,94,43,4,4,11,11,22,19,2,1,94,34,101,50,7,6,6,5,5,3,0,0,900.0,3009,http://www.ufcstats.com/fight-details/93026443e5140415,http://www.ufcstats.com/event-details/77940e45bc86208e
302,868,Diana Belbita,Gloria de Paula,Strawweight,0,0,252,87,175,88,295,124,201,113,1,0,5,1,0,0,0,0,44.0,324.0,200,43,156,70,35,28,18,17,17,16,1,1,244,79,156,71,8,8,19,17,0,0,0,0,900.0,868,http://www.ufcstats.com/fight-details/33cc40fc1da409d3,http://www.ufcstats.com/event-details/77940e45bc86208e
288,2946,Mario Bautista,Jay Perrin,Bantamweight,0,0,125,72,107,42,173,112,122,57,6,4,5,2,0,0,1,0,390.0,105.0,86,43,67,16,24,17,30,19,15,12,10,7,83,39,95,33,36,29,12,9,6,4,0,0,900.0,288,http://www.ufcstats.com/fight-details/8cd583f6d10692bc,http://www.ufcstats.com/event-details/77940e45bc86208e
681,1026,Jessica-Rose Clark,Stephanie Egger,Bantamweight,0,0,4,2,10,5,13,10,34,29,1,1,2,2,0,1,0,0,121.0,81.0,2,1,10,5,0,0,0,0,2,1,0,0,4,2,4,0,0,0,0,0,0,0,6,5,900.0,1026,http://www.ufcstats.com/fight-details/e36a5d4d53b97d4e,http://www.ufcstats.com/event-details/77940e45bc86208e
2900,3217,Jonathan Pearce,Christian Rodriguez,Featherweight,0,0,44,18,60,26,102,59,77,38,10,6,2,2,2,3,0,1,677.0,65.0,31,9,54,21,9,5,6,5,4,4,0,0,33,10,55,23,6,5,4,2,5,3,1,1,900.0,2900,http://www.ufcstats.com/fight-details/528c208293bdef13,http://www.ufcstats.com/event-details/77940e45bc86208e
2480,2587,Jim Miller,Nikolas Motta,Lightweight,1,0,92,48,57,21,93,49,57,21,0,0,0,0,0,0,0,0,34.0,0.0,67,24,53,17,7,6,2,2,18,18,2,2,68,34,57,21,3,3,0,0,21,11,0,0,900.0,2480,http://www.ufcstats.com/fight-details/958799d957945a3a,http://www.ufcstats.com/event-details/77940e45bc86208e
837,2980,Kyle Daukaus,Jamie Pickett,Catch Weight Bout,0,0,9,6,9,5,29,19,9,5,6,3,1,0,2,0,0,0,252.0,15.0,6,4,5,2,0,0,4,3,3,2,0,0,7,5,5,1,2,1,4,4,0,0,0,0,900.0,837,http://www.ufcstats.com/fight-details/99fd8396cbe1df03,http://www.ufcstats.com/event-details/77940e45bc86208e
4004,1597,Johnny Walker,Jamahal Hill,Heavyweight,0,1,25,12,19,6,25,12,20,7,0,0,0,0,0,0,0,0,22.0,3.0,15,4,17,5,5,3,2,1,5,5,0,0,25,12,18,5,0,0,0,0,0,0,1,1,1500.0,1597,http://www.ufcstats.com/fight-details/f7865e5a6d009a87,http://www.ufcstats.com/event-details/77940e45bc86208e
147,3691,Chad Anheliger,Jesse Strader,Bantamweight,2,0,130,67,126,64,156,92,135,73,1,0,7,4,2,0,0,0,80.0,200.0,110,53,64,17,13,7,39,26,7,7,23,21,90,40,112,51,22,13,14,13,18,14,0,0,900.0,147,http://www.ufcstats.com/fight-details/ea63f56779100678,http://www.ufcstats.com/event-details/77940e45bc86208e
487,3097,Joaquin Buckley,Abdul Razak Alhassan,Middleweight,0,0,153,51,94,46,159,57,103,55,8,5,4,3,0,0,0,0,125.0,214.0,128,32,82,40,24,18,6,3,1,1,6,3,144,45,56,22,8,5,7,5,1,1,31,19,900.0,487,http://www.ufcstats.com/fight-details/04e2d50c24a88dbd,http://www.ufcstats.com/event-details/77940e45bc86208e
20,4074,Israel Adesanya,Robert Whittaker,Middleweight,1,0,169,79,136,59,188,98,151,74,0,0,10,4,0,0,0,0,0.0,220.0,108,36,105,38,23,14,11,8,38,29,20,13,167,77,130,54,2,2,6,5,0,0,0,0,1500.0,20,http://www.ufcstats.com/fight-details/ca8f73d038c4d6e7,http://www.ufcstats.com/event-details/cbb682f5fcc44bfc
2974,3225,Kyler Phillips,Marcelo Rojo,Bantamweight,0,0,164,80,153,55,176,90,155,57,8,3,0,0,2,0,0,0,153.0,30.0,135,52,123,32,15,14,10,5,14,14,20,18,146,63,147,53,9,8,6,2,9,9,0,0,900.0,2974,http://www.ufcstats.com/fight-details/a0ba726da4a50458,http://www.ufcstats.com/event-details/cbb682f5fcc44bfc
4057,905,Jeremiah Wells,Blood Diamond,Welterweight,0,0,19,15,3,1,27,23,3,1,5,1,0,0,1,0,0,0,265.0,3.0,17,14,2,0,2,1,1,1,0,0,0,0,2,0,2,0,1,1,1,1,16,14,0,0,900.0,4057,http://www.ufcstats.com/fight-details/507080ccded73591,http://www.ufcstats.com/event-details/cbb682f5fcc44bfc
1415,1495,King Green,Nasrat Haqparast,Lightweight,0,0,355,188,193,76,355,188,193,76,1,0,0,0,0,0,0,0,0.0,0.0,313,152,150,48,32,26,30,21,10,10,13,7,355,188,193,76,0,0,0,0,0,0,0,0,900.0,1415,http://www.ufcstats.com/fight-details/388adad23aaa9d39,http://www.ufcstats.com/event-details/cbb682f5fcc44bfc
1571,2529,Alexander Hernandez,Renato Moicano,Lightweight,0,0,79,37,60,33,81,39,65,38,1,0,6,2,0,1,0,0,5.0,103.0,55,19,51,25,13,8,6,6,11,10,3,2,76,35,50,26,2,1,4,4,1,1,6,3,900.0,2529,http://www.ufcstats.com/fight-details/238832b58a66ae07,http://www.ufcstats.com/event-details/cbb682f5fcc44bfc
3889,645,Carlos Ulberg,Fabio Cherant,Heavyweight,0,0,112,66,41,13,117,71,41,13,2,2,0,0,0,0,0,0,75.0,22.0,66,25,30,7,19,15,10,6,27,26,1,0,111,66,41,13,0,0,0,0,1,0,0,0,900.0,3889,http://www.ufcstats.com/fight-details/3bebd99d5f94bec7,http://www.ufcstats.com/event-details/cbb682f5fcc44bfc
2525,2757,Roxanne Modafferi,Casey O'Neill,Flyweight,0,0,358,120,393,229,390,148,395,230,4,2,2,0,0,0,0,0,66.0,2.0,330,98,348,187,25,20,25,22,3,2,20,20,347,112,387,225,11,8,6,4,0,0,0,0,900.0,2757,http://www.ufcstats.com/fight-details/b1e048825b5bbe1c,http://www.ufcstats.com/event-details/cbb682f5fcc44bfc
2128,3870,Derrick Lewis,Tai Tuivasa,Heavyweight,0,1,43,27,36,24,47,31,47,35,4,2,0,0,0,0,0,0,108.0,126.0,39,24,22,12,4,3,9,9,0,0,5,3,21,11,14,8,12,8,22,16,10,8,0,0,900.0,3870,http://www.ufcstats.com/fight-details/bb42336d6417914c,http://www.ufcstats.com/event-details/cbb682f5fcc44bfc
2335,2068,Mana Martinez,Ronnie Lawrence,Bantamweight,2,3,78,39,82,46,156,105,99,63,0,0,7,6,1,0,1,1,8.0,489.0,59,24,59,30,11,8,12,6,8,7,11,10,65,32,49,28,2,0,0,0,11,7,33,18,900.0,2068,http://www.ufcstats.com/fight-details/19e742ccaa09cf08,http://www.ufcstats.com/event-details/cbb682f5fcc44bfc
1960,1428,William Knight,Maxim Grishin,Heavyweight,0,0,68,21,89,69,79,32,112,88,9,3,0,0,0,0,0,0,157.0,147.0,39,9,32,16,13,5,24,21,16,7,33,32,63,16,81,62,5,5,4,3,0,0,4,4,900.0,1428,http://www.ufcstats.com/fight-details/6708f3a32861038a,http://www.ufcstats.com/event-details/cbb682f5fcc44bfc
3529,2578,Douglas Silva de Andrade,Sergey Morozov,Bantamweight,3,1,64,37,65,32,86,57,99,62,1,0,5,1,2,0,0,0,55.0,150.0,40,16,56,24,14,12,7,6,10,9,2,2,56,31,54,25,7,6,1,1,1,0,10,6,900.0,3529,http://www.ufcstats.com/fight-details/821bef3a3394dd96,http://www.ufcstats.com/event-details/cbb682f5fcc44bfc
933,2282,AJ Dobson,Jacob Malkoun,Middleweight,0,0,90,52,128,80,110,68,255,183,0,0,16,6,0,0,0,0,27.0,557.0,79,41,118,70,6,6,9,9,5,5,1,1,78,44,57,29,9,5,7,4,3,3,64,47,900.0,2282,http://www.ufcstats.com/fight-details/c16bda7548181613,http://www.ufcstats.com/event-details/cbb682f5fcc44bfc
172,3925,Andrei Arlovski,Jared Vanderaa,Heavyweight,0,0,133,64,156,70,140,71,190,102,0,0,0,0,0,0,0,0,0.0,164.0,100,40,110,30,26,19,29,24,7,5,17,16,128,60,134,55,5,4,22,15,0,0,0,0,900.0,172,http://www.ufcstats.com/fight-details/81c22cfa22002ea4,http://www.ufcstats.com/event-details/cbb682f5fcc44bfc
562,479,Jared Cannonier,Derek Brunson,Middleweight,0,1,89,55,97,43,96,61,103,48,1,1,13,3,0,1,0,0,5.0,158.0,75,42,69,25,8,8,20,12,6,5,8,6,71,38,89,41,13,12,4,1,5,5,4,1,900.0,562,http://www.ufcstats.com/fight-details/18a1617ee7356352,http://www.ufcstats.com/event-details/cbb682f5fcc44bfc
851,3856,Hakeem Dawodu,Michael Trizano,Featherweight,0,0,214,141,133,70,266,189,158,94,0,0,1,1,0,0,0,0,226.0,33.0,121,60,94,36,62,52,29,25,31,29,10,9,195,123,110,54,19,18,23,16,0,0,0,0,900.0,851,http://www.ufcstats.com/fight-details/84ebbad426d25713,http://www.ufcstats.com/event-details/883922e5cd6d8473
1567,3696,Jack Hermansson,Sean Strickland,Middleweight,0,0,353,137,330,153,353,137,338,161,8,0,0,0,0,0,0,0,31.0,0.0,194,22,286,125,105,64,40,24,54,51,4,4,350,134,328,151,3,3,2,2,0,0,0,0,1500.0,3696,http://www.ufcstats.com/fight-details/4b67a1875390e7ad,http://www.ufcstats.com/event-details/883922e5cd6d8473
3606,2367,Punahele Soriano,Nick Maximov,Middleweight,0,0,63,45,45,29,93,74,82,60,0,0,16,11,0,1,0,1,97.0,525.0,46,28,33,19,17,17,8,6,0,0,4,4,38,20,31,15,2,2,10,10,23,23,4,4,900.0,2367,http://www.ufcstats.com/fight-details/ace166f26c2ac2e8,http://www.ufcstats.com/event-details/883922e5cd6d8473
3069,1513,Shavkat Rakhmonov,Carlston Harris,Welterweight,1,0,28,13,27,10,31,16,35,15,3,1,0,0,0,0,0,0,52.0,44.0,25,10,13,3,3,3,10,6,0,0,4,1,20,9,25,8,0,0,2,2,8,4,0,0,900.0,3069,http://www.ufcstats.com/fight-details/6b4c2cc27855506a,http://www.ufcstats.com/event-details/883922e5cd6d8473
2716,270,Chidi Njokuani,Marc-Andre Barriault,Middleweight,1,0,11,11,2,2,13,13,2,2,0,0,0,0,0,0,0,0,4.0,0.0,9,9,1,1,1,1,0,0,1,1,1,1,4,4,2,2,0,0,0,0,7,7,0,0,900.0,2716,http://www.ufcstats.com/fight-details/f9ab966e63968c15,http://www.ufcstats.com/event-details/883922e5cd6d8473
1065,2955,Julian Erosa,Steven Peterson,Featherweight,0,0,291,155,247,148,300,163,276,174,5,3,2,0,0,2,0,0,112.0,44.0,242,120,204,113,43,30,17,15,6,5,26,20,270,141,227,133,16,9,19,15,5,5,1,0,900.0,1065,http://www.ufcstats.com/fight-details/208c5dc52ccfd47a,http://www.ufcstats.com/event-details/883922e5cd6d8473
1372,286,Tresean Gore,Bryan Battle,Middleweight,0,0,95,57,193,112,126,86,203,119,3,2,8,1,1,0,0,0,76.0,200.0,67,31,117,49,17,15,59,46,11,11,17,17,79,42,185,105,12,11,8,7,4,4,0,0,900.0,286,http://www.ufcstats.com/fight-details/0489b42ac0ab6d4b,http://www.ufcstats.com/event-details/883922e5cd6d8473
1779,608,Miles Johns,John Castaneda,Bantamweight,0,1,85,34,147,58,85,34,159,68,1,0,1,0,0,1,0,0,0.0,105.0,76,27,113,40,8,6,11,6,1,1,23,12,83,33,129,47,2,1,11,7,0,0,7,4,900.0,608,http://www.ufcstats.com/fight-details/c816a969cb001168,http://www.ufcstats.com/event-details/883922e5cd6d8473
847,3679,Alexis Davis,Julija Stoliarenko,Bantamweight,0,0,120,85,113,56,218,171,154,93,1,1,0,0,0,3,0,0,549.0,0.0,86,55,94,40,12,9,17,14,22,21,2,2,64,41,108,51,1,1,1,1,55,43,4,4,900.0,847,http://www.ufcstats.com/fight-details/673ed36fa5c12d5f,http://www.ufcstats.com/event-details/883922e5cd6d8473
4108,3260,Jason Witt,Phil Rowe,Welterweight,0,1,22,8,17,8,43,25,17,8,7,4,0,0,0,0,0,0,311.0,1.0,15,5,16,8,6,2,1,0,1,1,0,0,20,7,14,5,1,0,1,1,1,1,2,2,900.0,3260,http://www.ufcstats.com/fight-details/342779192b116314,http://www.ufcstats.com/event-details/883922e5cd6d8473
113,83,Sam Alvey,Brendan Allen,Heavyweight,0,1,57,24,54,36,57,24,54,36,0,0,1,0,0,1,0,0,7.0,44.0,52,20,32,15,3,2,15,14,2,2,7,7,56,24,47,32,1,0,3,2,0,0,4,2,900.0,83,http://www.ufcstats.com/fight-details/0730c4e6fb247fa1,http://www.ufcstats.com/event-details/883922e5cd6d8473
1371,387,Malcolm Gordon,Denys Bondar,Flyweight,0,0,11,3,5,4,15,6,5,4,1,1,1,1,1,0,1,0,15.0,37.0,11,3,3,2,0,0,0,0,0,0,2,2,11,3,5,4,0,0,0,0,0,0,0,0,900.0,1371,http://www.ufcstats.com/fight-details/1765fc442ea03873,http://www.ufcstats.com/event-details/883922e5cd6d8473
94,2309,Jailton Almeida,Danilo Marques,Heavyweight,0,0,51,30,0,0,60,37,2,2,2,2,0,0,0,0,0,0,168.0,0.0,51,30,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,50,30,0,0,900.0,94,http://www.ufcstats.com/fight-details/e82f15afac3dac93,http://www.ufcstats.com/event-details/883922e5cd6d8473
2570,1143,Brandon Moreno,Deiveson Figueiredo,Flyweight,0,3,259,105,169,86,260,106,178,95,2,1,11,2,0,0,0,0,46.0,138.0,214,71,106,40,27,18,26,19,18,16,37,27,252,100,160,80,7,5,7,5,0,0,2,1,1500.0,1143,http://www.ufcstats.com/fight-details/cddd3d4febe097f8,http://www.ufcstats.com/event-details/335ad945324c3a2e
881,3218,Jack Della Maddalena,Pete Rodriguez,Welterweight,1,0,81,43,69,25,81,43,69,25,0,0,0,0,0,0,0,0,1.0,0.0,75,38,47,12,6,5,14,6,0,0,8,7,78,40,69,25,0,0,0,0,3,3,0,0,900.0,881,http://www.ufcstats.com/fight-details/0669231ebe3dd560,http://www.ufcstats.com/event-details/335ad945324c3a2e
1214,3908,Matt Frevola,Genaro Valdez,Lightweight,4,0,101,60,38,10,114,71,38,10,0,0,1,0,0,0,0,0,67.0,8.0,93,56,36,9,7,3,0,0,1,1,2,1,27,11,27,7,15,6,11,3,59,43,0,0,900.0,1214,http://www.ufcstats.com/fight-details/5da7168ac2ff0e1d,http://www.ufcstats.com/event-details/335ad945324c3a2e
1494,1752,Kay Hansen,Jasmine Jasudavicius,Flyweight,0,0,101,44,110,50,112,52,165,99,7,1,3,2,0,0,0,1,83.0,364.0,81,31,89,37,15,9,21,13,5,4,0,0,96,41,79,27,4,3,13,8,1,0,18,15,900.0,1752,http://www.ufcstats.com/fight-details/0a0beb5aa9810de4,http://www.ufcstats.com/event-details/335ad945324c3a2e
1409,2786,Tony Gravely,Saimon Oliveira,Bantamweight,0,0,99,46,71,35,132,66,87,50,15,11,0,0,0,4,0,0,688.0,15.0,87,36,53,21,6,4,13,9,6,6,5,5,50,24,62,27,7,4,9,8,42,18,0,0,900.0,1409,http://www.ufcstats.com/fight-details/9687021e5c4d092a,http://www.ufcstats.com/event-details/335ad945324c3a2e
254,1562,Raoni Barcelos,Victor Henry,Bantamweight,0,0,277,134,352,181,277,134,397,222,7,1,1,0,0,0,0,0,15.0,97.0,244,107,252,102,14,10,83,64,19,17,17,15,267,125,325,163,8,8,27,18,2,1,0,0,900.0,1562,http://www.ufcstats.com/fight-details/44a55ba1de2b30e2,http://www.ufcstats.com/event-details/335ad945324c3a2e
2694,1260,Francis Ngannou,Ciryl Gane,Heavyweight,0,0,104,43,91,63,139,71,107,79,5,4,3,1,0,3,1,0,509.0,171.0,56,9,32,15,33,21,29,20,15,13,30,28,87,34,84,57,10,6,7,6,7,3,0,0,1500.0,2694,http://www.ufcstats.com/fight-details/e786542667fdecf0,http://www.ufcstats.com/event-details/335ad945324c3a2e
3647,2745,Cody Stamann,Said Nurmagomedov,Bantamweight,0,0,4,1,13,7,4,1,13,7,2,0,1,0,0,1,0,0,10.0,2.0,4,1,9,4,0,0,2,1,0,0,2,2,4,1,13,7,0,0,0,0,0,0,0,0,900.0,2745,http://www.ufcstats.com/fight-details/80f65ee9b6f8d63b,http://www.ufcstats.com/event-details/335ad945324c3a2e
1346,886,Silvana Gomez Juarez,Vanessa Demopoulos,Strawweight,1,0,18,10,12,4,18,10,12,4,0,0,0,0,0,2,0,0,71.0,0.0,16,9,4,0,0,0,4,2,2,1,4,2,6,3,12,4,0,0,0,0,12,7,0,0,900.0,886,http://www.ufcstats.com/fight-details/4047c2e259529179,http://www.ufcstats.com/event-details/335ad945324c3a2e
2562,1308,Michael Morales,Trevin Giles,Welterweight,1,0,42,26,15,8,44,28,15,8,1,0,4,1,0,1,1,0,65.0,72.0,39,23,10,3,0,0,1,1,3,3,4,4,24,12,15,8,0,0,0,0,18,14,0,0,900.0,2562,http://www.ufcstats.com/fight-details/453283e947919ff7,http://www.ufcstats.com/event-details/335ad945324c3a2e
2930,1138,Michel Pereira,Andre Fialho,Welterweight,0,0,202,107,135,45,209,112,138,48,4,1,0,0,0,0,0,0,44.0,45.0,122,49,128,40,66,44,7,5,14,14,0,0,188,96,122,36,14,11,7,7,0,0,6,2,900.0,2930,http://www.ufcstats.com/fight-details/5ba543efdce072f5,http://www.ufcstats.com/event-details/335ad945324c3a2e
1881,650,Calvin Kattar,Giga Chikadze,Featherweight,1,0,402,144,347,128,418,157,348,129,7,2,0,0,1,0,1,1,222.0,9.0,369,127,297,94,28,13,41,27,5,4,9,7,390,135,344,127,2,2,3,1,10,7,0,0,1500.0,1881,http://www.ufcstats.com/fight-details/9dfcf675cf2c1575,http://www.ufcstats.com/event-details/f5585e675af7afd4
2980,1621,Jamie Pickett,Joseph Holmes,Middleweight,0,0,122,50,93,51,126,54,101,59,4,2,2,0,0,0,0,0,182.0,195.0,86,22,65,30,24,19,19,13,12,9,9,8,108,40,82,41,14,10,11,10,0,0,0,0,900.0,2980,http://www.ufcstats.com/fight-details/e8517ed0b49abc37,http://www.ufcstats.com/event-details/f5585e675af7afd4
2398,427,Court McGee,Ramiz Brahimaj,Welterweight,1,0,91,54,62,32,113,76,65,35,11,5,3,1,1,1,0,0,657.0,30.0,63,30,51,21,21,17,10,10,7,7,1,1,81,46,53,25,6,4,9,7,4,4,0,0,900.0,2398,http://www.ufcstats.com/fight-details/3738135e4c9d8273,http://www.ufcstats.com/event-details/f5585e675af7afd4
1895,776,Brian Kelleher,Kevin Croom,Featherweight,1,0,77,38,174,60,123,67,206,83,8,6,1,0,0,0,0,0,386.0,47.0,58,25,141,36,17,12,16,11,2,1,17,13,58,25,168,58,5,3,6,2,14,10,0,0,900.0,1895,http://www.ufcstats.com/fight-details/7c2a02b5ea169b54,http://www.ufcstats.com/event-details/f5585e675af7afd4
514,402,Dakota Bush,Viacheslav Borshchev,Lightweight,0,1,30,11,27,16,30,11,28,17,3,2,0,0,0,0,0,1,90.0,28.0,25,8,19,9,3,2,5,5,2,1,3,2,27,8,15,6,2,2,4,4,1,1,8,6,900.0,402,http://www.ufcstats.com/fight-details/b5b5156c713c5d47,http://www.ufcstats.com/event-details/f5585e675af7afd4
708,3469,Jake Collier,Chase Sherman,Heavyweight,0,0,49,20,17,10,50,20,17,10,1,1,0,0,1,0,0,0,67.0,0.0,46,18,15,8,2,2,1,1,1,0,1,1,36,12,17,10,0,0,0,0,13,8,0,0,900.0,708,http://www.ufcstats.com/fight-details/3bcbb0e039f4f5d8,http://www.ufcstats.com/event-details/f5585e675af7afd4
470,3242,TJ Brown,Charles Rosa,Lightweight,0,0,99,58,107,46,141,88,132,71,8,6,0,0,3,1,2,1,459.0,162.0,85,46,76,21,12,10,10,5,2,2,21,20,87,49,99,42,5,2,2,1,7,7,6,3,900.0,470,http://www.ufcstats.com/fight-details/3a8c0158d910546d,http://www.ufcstats.com/event-details/f5585e675af7afd4
3264,395,Brandon Royval,Rogerio Bontorin,Flyweight,0,0,132,40,58,28,174,81,71,39,0,0,9,8,3,0,1,0,103.0,461.0,96,21,46,16,25,15,2,2,11,4,10,10,103,28,52,27,1,1,0,0,28,11,6,1,900.0,3264,http://www.ufcstats.com/fight-details/8d89f3b8798f444d,http://www.ufcstats.com/event-details/f5585e675af7afd4
