f1_id,f2_id,f1_name,f2_name,weight_class,f1_knockdowns,f2_knockdowns,f1_sig_strike_atts,f1_sig_strikes,f2_sig_strike_atts,f2_sig_strikes,f1_tot_strike_atts,f1_tot_strikes,f2_tot_strike_atts,f2_tot_strikes,f1_takedown_atts,f1_takedowns,f2_takedown_atts,f2_takedowns,f1_submissions,f2_submissions,f1_reversals,f2_reversals,f1_ctrl_time,f2_ctrl_time,f1_head_strike_atts,f1_head_strikes,f2_head_strike_atts,f2_head_strikes,f1_body_strike_atts,f1_body_strikes,f2_body_strike_atts,f2_body_strikes,f1_leg_strike_atts,f1_leg_strikes,f2_leg_strike_atts,f2_leg_strikes,f1_dist_strike_atts,f1_dist_strikes,f2_dist_strike_atts,f2_dist_strikes,f1_clinch_atts,f1_clinchs,f2_clinch_atts,f2_clinchs,f1_ground_atts,f1_grounds,f2_ground_atts,f2_grounds,result,fights_url,event_url
2552,2420,Sergio Moraes,Tim Means,Welterweight,0,1,192,87,274,129,195,89,282,136,1,0,0,0,0,0,0,0,0,82,168,70,229,91,22,15,28,22,2,2,17,16,192,87,268,124,0,0,1,1,0,0,5,4,2552,http://www.ufcstats.com/fight-details/eb0f7127f22457e9,http://www.ufcstats.com/event-details/7cf20446453f852b
2233,127,Lyoto Machida,Eryk Anders,Middleweight,0,0,112,62,77,32,116,66,94,46,0,0,11,3,0,0,0,0,137,227,57,18,63,18,31,23,13,13,24,21,1,1,94,49,60,19,7,6,15,12,11,7,2,1,2233,http://www.ufcstats.com/fight-details/420dd305cd1d062f,http://www.ufcstats.com/event-details/7cf20446453f852b
3360,3571,Thiago Santos,Anthony Smith,Middleweight,2,0,82,58,22,10,106,80,26,13,1,0,3,1,0,0,1,0,199,50,56,33,22,10,21,20,0,0,5,5,0,0,24,13,20,8,4,3,1,1,54,42,1,1,3360,http://www.ufcstats.com/fight-details/bc767f1eb6176dfb,http://www.ufcstats.com/event-details/7cf20446453f852b
1143,2559,Deiveson Figueiredo,Joseph Morales,Flyweight,1,0,62,31,32,9,76,44,35,11,2,2,1,0,1,0,0,0,363,0,51,25,24,5,11,6,4,2,0,0,4,2,27,11,20,7,0,0,1,0,35,20,11,2,1143,http://www.ufcstats.com/fight-details/1fd5bf36c42ff1a2,http://www.ufcstats.com/event-details/7cf20446453f852b
3529,3951,Douglas Silva de Andrade,Marlon Vera,Bantamweight,0,0,232,97,191,72,234,99,195,75,3,1,0,0,0,0,0,0,35,1,180,55,138,28,31,23,29,22,21,19,24,22,224,92,187,71,6,4,3,1,2,1,1,0,3529,http://www.ufcstats.com/fight-details/a0ec4eac058e6050,http://www.ufcstats.com/event-details/7cf20446453f852b
2888,1467,Alan Patrick,Damir Hadzovic,Lightweight,0,0,45,28,25,20,129,91,81,67,15,9,0,0,0,1,0,0,746,48,35,20,8,5,7,5,17,15,3,3,0,0,18,8,9,6,4,3,12,11,23,17,4,3,2888,http://www.ufcstats.com/fight-details/59b384dcc3ab49b2,http://www.ufcstats.com/event-details/7cf20446453f852b
3022,1416,Michel Prazeres,Desmond Green,Lightweight,0,0,72,36,61,33,106,70,79,50,8,3,6,3,3,0,0,0,235,165,52,22,36,9,14,8,15,15,6,6,10,9,51,17,45,20,7,6,16,13,14,13,0,0,3022,http://www.ufcstats.com/fight-details/ee1c1e9037fee21e,http://www.ufcstats.com/event-details/7cf20446453f852b
1792,1335,Timothy Johnson,Marcelo Golm,Heavyweight,0,0,146,77,87,59,217,139,119,89,6,0,0,0,0,0,0,0,348,64,102,42,67,40,32,25,14,13,12,10,6,6,80,23,51,27,66,54,36,32,0,0,0,0,1792,http://www.ufcstats.com/fight-details/0da43c3ec0e11650,http://www.ufcstats.com/event-details/7cf20446453f852b
931,541,Drew Dober,Frank Camacho,Welterweight,0,0,322,145,223,106,338,161,269,148,6,0,3,3,0,0,0,1,25,184,262,96,194,80,45,34,29,26,15,15,0,0,293,125,209,99,19,15,8,6,10,5,6,1,931,http://www.ufcstats.com/fight-details/f23e2bed86b62462,http://www.ufcstats.com/event-details/602bb270f2bdbf02
2978,3513,Vinc Pichel,Joaquim Silva,Lightweight,0,0,186,60,100,45,188,62,109,54,4,1,0,0,0,0,0,0,49,0,135,24,79,30,21,15,15,10,30,21,6,5,174,50,97,44,12,10,3,1,0,0,0,0,2978,http://www.ufcstats.com/fight-details/ce4314886c57718b,http://www.ufcstats.com/event-details/602bb270f2bdbf02
3156,1311,Jordan Rinaldi,Gregor Gillespie,Lightweight,0,0,16,7,55,34,16,7,63,42,0,0,2,1,0,0,0,0,0,223,14,5,51,31,1,1,2,1,1,1,2,2,16,7,19,5,0,0,1,1,0,0,35,28,1311,http://www.ufcstats.com/fight-details/d571486369996a39,http://www.ufcstats.com/event-details/602bb270f2bdbf02
1947,1930,Justine Kish,Ji Yeon Kim,Flyweight,0,0,203,96,215,68,203,96,216,68,0,0,0,0,0,0,0,0,0,0,132,43,201,60,31,22,11,5,40,31,3,3,197,93,210,66,6,3,5,2,0,0,0,0,1930,http://www.ufcstats.com/fight-details/6e65bec924996b5a,http://www.ufcstats.com/event-details/602bb270f2bdbf02
175,3335,Austin Arnett,Cory Sandhagen,Featherweight,0,1,90,32,147,80,95,35,179,108,1,1,1,1,0,0,0,1,68,115,84,29,104,47,6,3,32,23,0,0,11,10,84,31,90,45,6,1,33,20,0,0,24,15,3335,http://www.ufcstats.com/fight-details/fa7cde1e2d3ae338,http://www.ufcstats.com/event-details/602bb270f2bdbf02
2305,2146,Randa Markos,Juliana Lima,Strawweight,0,0,65,46,37,18,149,114,56,34,7,2,2,1,0,0,1,0,552,190,25,11,11,5,11,10,11,5,29,25,15,8,14,4,23,6,33,29,14,12,18,13,0,0,2305,http://www.ufcstats.com/fight-details/5a096f2acb44c776,http://www.ufcstats.com/event-details/602bb270f2bdbf02
301,2926,Mirsad Bektic,Godofredo Pepey,Featherweight,1,0,33,12,17,5,34,12,17,5,0,0,0,0,0,0,0,0,4,0,24,7,12,2,4,1,4,2,5,4,1,1,29,9,16,4,0,0,1,1,4,3,0,0,301,http://www.ufcstats.com/fight-details/b8648b32caf36c5a,http://www.ufcstats.com/event-details/602bb270f2bdbf02
328,1149,Dennis Bermudez,Andre Fili,Featherweight,0,0,196,103,229,80,227,133,242,93,11,1,12,4,0,0,0,0,191,50,138,56,214,70,21,12,9,5,37,35,6,5,176,91,220,76,20,12,9,4,0,0,0,0,1149,http://www.ufcstats.com/fight-details/27901ef9e82d5690,http://www.ufcstats.com/event-details/602bb270f2bdbf02
626,3234,Katlyn Cerminara,Mara Romero Borella,Flyweight,0,0,252,68,211,79,257,71,214,80,1,0,3,1,1,0,0,0,0,35,212,37,170,46,31,22,6,3,9,9,35,30,247,63,210,78,5,5,1,1,0,0,0,0,626,http://www.ufcstats.com/fight-details/c5f0c83e303d80bf,http://www.ufcstats.com/event-details/602bb270f2bdbf02
3618,479,Jacare Souza,Derek Brunson,Middleweight,1,0,21,9,34,8,21,9,34,8,1,0,0,0,0,0,0,0,4,0,10,7,28,5,11,2,4,2,0,0,2,1,17,6,34,8,1,1,0,0,3,2,0,0,3618,http://www.ufcstats.com/fight-details/3a94bf34e62ae5fd,http://www.ufcstats.com/event-details/602bb270f2bdbf02
1966,1415,Erik Koch,King Green,Lightweight,0,0,146,56,194,110,150,60,220,134,1,1,5,1,0,0,1,1,116,197,129,45,116,48,10,7,56,43,7,4,22,19,129,45,128,55,6,3,42,37,11,8,24,18,1415,http://www.ufcstats.com/fight-details/04a1c5b7993fe4d5,http://www.ufcstats.com/event-details/602bb270f2bdbf02
3027,3710,Niko Price,George Sullivan,Welterweight,0,0,47,24,61,21,67,35,88,42,5,2,6,1,3,0,1,0,178,184,34,13,53,15,9,7,4,3,4,4,4,3,27,11,37,7,13,7,5,4,7,6,19,10,3027,http://www.ufcstats.com/fight-details/4fcbee643660d679,http://www.ufcstats.com/event-details/602bb270f2bdbf02
338,277,Matt Bessette,Enrique Barzola,Featherweight,0,0,146,43,122,55,158,55,143,73,0,0,10,5,0,0,0,0,0,274,113,27,83,25,31,15,17,13,2,1,22,17,143,41,98,43,3,2,0,0,0,0,24,12,277,http://www.ufcstats.com/fight-details/1b0fa021b1158121,http://www.ufcstats.com/event-details/02177caefe7c07d4
2272,3815,Islam Makhachev,Gleison Tibau,Lightweight,1,0,6,3,4,2,6,3,4,2,0,0,0,0,0,0,0,0,1,0,5,2,2,1,1,1,1,0,0,0,1,1,4,2,4,2,0,0,0,0,2,1,0,0,2272,http://www.ufcstats.com/fight-details/b9726184624ac076,http://www.ufcstats.com/event-details/02177caefe7c07d4
2496,2694,Stipe Miocic,Francis Ngannou,Heavyweight,0,0,95,70,113,21,244,200,126,33,14,6,1,0,0,1,0,0,905,2,67,45,106,17,11,9,7,4,17,16,0,0,52,37,105,19,6,5,8,2,37,28,0,0,2496,http://www.ufcstats.com/fight-details/8238f9d2fd961757,http://www.ufcstats.com/event-details/02177caefe7c07d4
1627,3097,Sabah Homasi,Abdul Razak Alhassan,Welterweight,0,1,25,8,33,13,26,9,42,20,2,1,0,0,0,0,0,0,64,2,19,3,29,11,6,5,1,0,0,0,3,2,20,4,28,11,5,4,5,2,0,0,0,0,3097,http://www.ufcstats.com/fight-details/f91709b071e8295a,http://www.ufcstats.com/event-details/02177caefe7c07d4
3974,274,Gian Villante,Francimar Barroso,Heavyweight,0,0,209,74,128,74,209,74,128,74,0,0,0,0,0,0,0,0,0,0,184,57,86,38,17,11,24,18,8,6,18,18,208,74,127,74,1,0,1,0,0,0,0,0,3974,http://www.ufcstats.com/fight-details/5cf56c22cbc24758,http://www.ufcstats.com/event-details/02177caefe7c07d4
734,2764,Daniel Cormier,Volkan Oezdemir,Heavyweight,0,0,61,32,82,38,113,84,86,42,3,2,0,0,1,0,0,0,103,7,59,30,63,23,1,1,15,11,1,1,4,4,46,24,70,33,8,3,12,5,7,5,0,0,734,http://www.ufcstats.com/fight-details/9f96d11017f9c824,http://www.ufcstats.com/event-details/02177caefe7c07d4
374,849,Kyle Bochniak,Brandon Davis,Featherweight,0,0,132,33,112,38,134,35,133,59,15,3,1,1,0,0,0,0,230,8,117,29,87,19,15,4,11,7,0,0,14,12,118,26,106,35,14,7,6,3,0,0,0,0,374,http://www.ufcstats.com/fight-details/ea66be2688f542be,http://www.ufcstats.com/event-details/02177caefe7c07d4
91,1179,Thomas Almeida,Rob Font,Bantamweight,0,2,90,24,132,41,92,24,139,48,0,0,3,1,0,0,0,0,4,62,66,11,120,35,8,2,9,4,16,11,3,2,89,24,111,26,1,0,15,11,0,0,6,4,1179,http://www.ufcstats.com/fight-details/889207e3c622a5aa,http://www.ufcstats.com/event-details/02177caefe7c07d4
1881,500,Calvin Kattar,Shane Burgos,Featherweight,1,0,194,85,186,89,195,86,188,91,1,0,0,0,0,0,0,0,13,0,174,73,126,46,10,5,38,25,10,7,22,18,182,79,182,86,2,1,4,3,10,5,0,0,1881,http://www.ufcstats.com/fight-details/5f617d6c19d3a281,http://www.ufcstats.com/event-details/02177caefe7c07d4
2808,2857,Dustin Ortiz,Alexandre Pantoja,Flyweight,0,0,80,36,49,19,147,92,79,49,12,7,1,1,0,2,2,2,290,438,59,19,41,13,10,8,5,4,11,9,3,2,60,21,44,15,8,6,2,1,12,9,3,3,2808,http://www.ufcstats.com/fight-details/0990ac7065412e76,http://www.ufcstats.com/event-details/02177caefe7c07d4
1686,164,Dan Ige,Julio Arce,Featherweight,0,0,113,35,201,72,116,36,216,87,13,1,0,0,0,0,0,0,76,44,78,15,184,60,17,6,16,11,18,14,1,1,102,33,184,61,11,2,14,8,0,0,3,3,164,http://www.ufcstats.com/fight-details/50385add37239184,http://www.ufcstats.com/event-details/02177caefe7c07d4
330,57,Talita Bernardo,Irene Aldana,Bantamweight,0,0,87,46,171,70,119,74,258,148,11,1,2,1,0,0,1,3,357,86,69,31,153,57,4,3,13,10,14,12,5,3,72,36,140,46,3,2,5,3,12,8,26,21,57,http://www.ufcstats.com/fight-details/738e0ccad2c9224b,http://www.ufcstats.com/event-details/fc1868f56d3036eb
3902,2429,Kamaru Usman,Emil Meek,Welterweight,0,0,66,50,67,30,132,112,131,86,19,8,0,0,0,2,0,0,771,2,44,29,54,20,10,9,10,7,12,12,3,3,15,8,48,17,8,8,4,4,43,34,15,9,3902,http://www.ufcstats.com/fight-details/f767243bb48ab9d7,http://www.ufcstats.com/event-details/fc1868f56d3036eb
3928,681,Paige VanZant,Jessica-Rose Clark,Flyweight,0,0,118,54,98,55,162,96,122,78,2,0,3,2,0,1,1,1,153,337,75,29,71,36,32,18,19,12,11,7,8,7,100,40,67,32,3,2,11,7,15,12,20,16,681,http://www.ufcstats.com/fight-details/0820a29a03d58282,http://www.ufcstats.com/event-details/fc1868f56d3036eb
3779,61,Danielle Taylor,JJ Aldrich,Strawweight,0,0,136,38,150,54,163,64,164,67,1,0,5,1,0,0,0,0,0,112,107,21,137,47,17,8,10,5,12,9,3,2,129,35,142,48,6,2,7,6,1,1,1,0,61,http://www.ufcstats.com/fight-details/9f10afab94cafc45,http://www.ufcstats.com/event-details/fc1868f56d3036eb
3665,655,Jeremy Stephens,Dooho Choi,Featherweight,1,0,133,49,79,44,133,49,80,45,0,0,0,0,0,0,0,0,11,4,111,32,51,24,6,6,7,3,16,11,21,17,124,42,76,42,3,3,3,2,6,4,0,0,3665,http://www.ufcstats.com/fight-details/51e684bfce8d94aa,http://www.ufcstats.com/event-details/fc1868f56d3036eb
1214,3124,Matt Frevola,Marco Polo Reyes,Lightweight,0,2,30,9,39,18,30,9,40,19,0,0,0,0,0,0,0,0,0,0,26,5,38,17,4,4,1,1,0,0,0,0,29,8,36,17,1,1,2,0,0,0,1,1,3124,http://www.ufcstats.com/fight-details/4843f369dc8b5de5,http://www.ufcstats.com/event-details/fc1868f56d3036eb
1035,1788,Darren Elkins,Michael Johnson,Featherweight,0,0,64,18,98,45,108,54,99,46,4,1,0,0,1,0,0,0,121,0,57,13,74,29,7,5,13,9,0,0,11,7,60,17,97,45,2,0,1,0,2,1,0,0,1035,http://www.ufcstats.com/fight-details/d85c76a61a820be9,http://www.ufcstats.com/event-details/fc1868f56d3036eb
1110,1096,Kalindra Faria,Jessica Eye,Flyweight,0,0,70,38,49,25,91,52,86,53,2,1,4,3,1,6,0,0,63,384,58,28,42,20,8,6,4,2,4,4,3,3,48,18,35,15,8,7,3,3,14,13,11,7,1096,http://www.ufcstats.com/fight-details/f8bb0aed83bd8638,http://www.ufcstats.com/event-details/fc1868f56d3036eb
1867,561,Kyung Ho Kang,Guido Cannetti,Bantamweight,0,0,11,3,39,19,36,28,42,22,2,1,2,1,1,0,0,0,38,87,9,3,29,12,2,0,7,4,0,0,3,3,8,1,29,9,1,1,5,5,2,1,5,5,1867,http://www.ufcstats.com/fight-details/1bf1a6fc9c9acc26,http://www.ufcstats.com/event-details/fc1868f56d3036eb
1991,4066,James Krause,Alex White,Lightweight,0,0,67,35,127,56,93,56,175,97,11,3,1,1,2,0,1,0,609,53,60,30,109,42,4,3,17,14,3,2,1,0,43,18,91,29,2,1,15,12,22,16,21,15,1991,http://www.ufcstats.com/fight-details/3b1453df439a5024,http://www.ufcstats.com/event-details/fc1868f56d3036eb
503,3349,Mads Burnell,Mike Santiago,Featherweight,0,0,34,20,79,51,169,110,127,95,7,3,3,3,1,2,1,1,553,271,34,20,56,34,0,0,14,11,0,0,9,6,15,5,29,13,1,1,28,22,18,14,22,16,503,http://www.ufcstats.com/fight-details/c4ecf4b894ccbced,http://www.ufcstats.com/event-details/fc1868f56d3036eb
713,2252,Carlos Condit,Neil Magny,Welterweight,0,0,112,37,114,32,140,64,150,64,0,0,9,6,0,0,0,0,44,309,69,10,83,14,21,10,21,13,22,17,10,5,103,32,102,24,9,5,9,6,0,0,3,2,2252,http://www.ufcstats.com/fight-details/c381ad2c0bf34dd9,http://www.ufcstats.com/event-details/04076783ca83d6ae
3582,2700,Louis Smolka,Matheus Nicolau,Flyweight,0,3,159,49,172,87,163,53,196,107,1,0,4,3,0,2,0,0,1,259,116,20,114,47,36,23,56,38,7,6,2,2,159,49,150,72,0,0,0,0,0,0,22,15,2700,http://www.ufcstats.com/fight-details/7e9ed49a1831056f,http://www.ufcstats.com/event-details/04076783ca83d6ae
539,1076,Cynthia Calvillo,Carla Esparza,Strawweight,0,0,112,38,138,48,131,57,153,62,3,1,9,2,0,1,0,1,263,21,106,35,114,27,4,3,5,3,2,0,19,18,95,23,125,41,4,4,7,3,13,11,6,4,1076,http://www.ufcstats.com/fight-details/f77e3c681fe1b04e,http://www.ufcstats.com/event-details/04076783ca83d6ae
2744,253,Khabib Nurmagomedov,Edson Barboza,Lightweight,0,0,177,89,76,25,246,154,77,25,13,4,0,0,0,0,0,0,632,0,162,77,47,6,11,8,19,11,4,4,10,8,96,32,74,23,3,2,2,2,78,55,0,0,2744,http://www.ufcstats.com/fight-details/a88a4c126d585320,http://www.ufcstats.com/event-details/04076783ca83d6ae
1636,903,Dan Hooker,Marc Diakiese,Lightweight,0,0,40,17,69,24,48,24,87,41,3,2,5,0,1,0,0,1,192,23,16,3,34,9,10,3,9,4,14,11,26,11,40,17,68,23,0,0,1,1,0,0,0,0,1636,http://www.ufcstats.com/fight-details/3d76ed7e224e9c99,http://www.ufcstats.com/event-details/04076783ca83d6ae
1848,1325,Myles Jury,Ricky Glenn,Featherweight,0,0,83,41,83,14,100,56,102,29,3,2,4,0,0,0,1,0,285,127,56,27,53,6,24,14,21,4,3,0,9,4,67,29,76,10,8,7,5,2,8,5,2,2,1848,http://www.ufcstats.com/fight-details/147d2ab0230af48d,http://www.ufcstats.com/event-details/04076783ca83d6ae
1849,1619,Cristiane Justino,Holly Holm,Featherweight,0,0,223,118,227,44,237,131,232,48,0,0,0,0,0,0,0,0,44,204,164,70,203,33,37,29,14,8,22,19,10,3,205,101,225,43,18,17,2,1,0,0,0,0,1849,http://www.ufcstats.com/fight-details/279b4190d9ef1379,http://www.ufcstats.com/event-details/04076783ca83d6ae
3256,2778,Khalil Rountree Jr.,Michal Oleksiejczuk,Heavyweight,0,0,180,52,130,76,198,67,171,113,0,0,3,2,1,0,0,0,0,0,153,37,89,40,21,12,33,29,6,3,8,7,171,44,120,67,9,8,4,3,0,0,6,6,nc,http://www.ufcstats.com/fight-details/e3a2bf2d9ee83318,http://www.ufcstats.com/event-details/04076783ca83d6ae
3960,36,Marvin Vettori,Omari Akhmedov,Middleweight,0,0,161,66,174,51,181,85,178,55,1,0,2,0,2,0,0,0,124,92,149,56,152,39,10,8,11,6,2,2,11,6,139,55,171,50,15,7,3,1,7,4,0,0,d,http://www.ufcstats.com/fight-details/0be6540982a5b0cd,http://www.ufcstats.com/event-details/04076783ca83d6ae
1038,861,Tim Elliott,Mark De La Rosa,Bantamweight,0,0,24,12,4,2,75,54,6,4,1,1,0,0,2,0,2,0,334,31,18,10,2,0,2,1,2,2,4,1,0,0,6,1,3,1,0,0,0,0,18,11,1,1,1038,http://www.ufcstats.com/fight-details/8f40ac90544d0003,http://www.ufcstats.com/event-details/04076783ca83d6ae
2271,3861,John Makdessi,Abel Trujillo,Lightweight,1,0,104,47,91,29,119,57,93,30,0,0,6,1,0,0,0,0,0,97,53,17,82,23,24,13,6,3,27,17,3,3,102,47,88,28,2,0,3,1,0,0,0,0,2271,http://www.ufcstats.com/fight-details/9a1a57b0abcd4599,http://www.ufcstats.com/event-details/eaa0a728cc91ef60
899,240,Alessio Di Chirico,Oluwale Bamgbose,Middleweight,1,0,37,6,17,10,37,6,19,10,1,1,1,0,0,0,0,0,2,0,30,4,11,5,4,1,2,1,3,1,4,4,32,3,16,9,5,3,1,1,0,0,0,0,899,http://www.ufcstats.com/fight-details/1e3c67921162561d,http://www.ufcstats.com/event-details/eaa0a728cc91ef60
2064,947,Robbie Lawler,Rafael Dos Anjos,Welterweight,0,0,212,86,291,172,267,137,343,219,0,0,7,2,0,0,0,0,264,473,171,53,199,100,40,32,64,48,1,1,28,24,159,48,203,104,53,38,78,58,0,0,10,10,947,http://www.ufcstats.com/fight-details/d9375ede2ec2f924,http://www.ufcstats.com/event-details/eaa0a728cc91ef60
2047,378,Chad Laprise,Galore Bofando,Welterweight,0,1,39,20,26,13,66,42,26,13,1,1,0,0,0,0,0,0,142,0,38,20,26,13,0,0,0,0,1,0,0,0,5,0,7,3,0,0,0,0,34,20,19,10,2047,http://www.ufcstats.com/fight-details/5b8d693bd1780102,http://www.ufcstats.com/event-details/eaa0a728cc91ef60
2310,3671,Julian Marquez,Darren Stewart,Middleweight,0,0,64,32,58,33,69,37,66,37,3,0,6,4,3,0,0,0,52,205,60,29,53,28,4,3,3,3,0,0,2,2,30,8,34,16,24,17,23,17,10,7,1,0,2310,http://www.ufcstats.com/fight-details/535b8e5494cbc580,http://www.ufcstats.com/event-details/eaa0a728cc91ef60
3752,3187,Nordine Taleb,Danny Roberts,Welterweight,1,0,5,5,4,1,5,5,4,1,0,0,0,0,0,0,0,0,0,0,3,3,1,0,1,1,0,0,1,1,3,1,4,4,4,1,0,0,0,0,1,1,0,0,3752,http://www.ufcstats.com/fight-details/71dc4379c738450f,http://www.ufcstats.com/event-details/eaa0a728cc91ef60
3783,673,Glover Teixeira,Misha Cirkunov,Heavyweight,0,0,21,13,43,21,22,13,46,23,1,1,0,0,1,0,0,0,44,11,19,12,36,15,2,1,5,4,0,0,2,2,10,2,34,14,0,0,9,7,11,11,0,0,3783,http://www.ufcstats.com/fight-details/e83046dd074ec0fa,http://www.ufcstats.com/event-details/eaa0a728cc91ef60
3005,2947,Santiago Ponzinibbio,Mike Perry,Welterweight,1,0,200,78,136,51,203,81,136,51,3,3,1,1,0,0,0,0,118,29,177,56,112,34,8,8,18,12,15,14,6,5,188,67,135,51,1,1,1,0,11,10,0,0,3005,http://www.ufcstats.com/fight-details/11b8d7e801713abc,http://www.ufcstats.com/event-details/eaa0a728cc91ef60
2435,3508,Jordan Mein,Erick Silva,Welterweight,0,0,127,51,48,13,183,97,51,16,4,3,3,0,1,0,0,0,472,40,116,44,38,5,6,3,6,4,5,4,4,4,62,21,47,12,12,7,1,1,53,23,0,0,2435,http://www.ufcstats.com/fight-details/a6fbd8964400dd89,http://www.ufcstats.com/event-details/eaa0a728cc91ef60
2037,1051,Ricardo Lamas,Josh Emmett,Featherweight,0,1,37,17,38,10,37,17,38,10,0,0,0,0,0,0,0,0,0,0,18,3,32,6,5,4,2,1,14,10,4,3,37,17,38,10,0,0,0,0,0,0,0,0,1051,http://www.ufcstats.com/fight-details/6f350d91fb07a819,http://www.ufcstats.com/event-details/eaa0a728cc91ef60
562,357,Jared Cannonier,Jan Blachowicz,Heavyweight,0,1,87,26,127,50,103,41,143,65,0,0,5,4,0,0,0,0,22,170,68,17,108,35,8,1,9,6,11,8,10,9,79,23,120,47,2,0,1,0,6,3,6,3,357,http://www.ufcstats.com/fight-details/01619207a811ef01,http://www.ufcstats.com/event-details/eaa0a728cc91ef60
1433,3083,Chris Gruetzemacher,Davi Ramos,Lightweight,0,0,97,46,124,55,110,57,136,65,0,0,9,5,0,1,0,0,15,233,69,25,117,49,14,10,5,4,14,11,2,2,89,39,105,44,4,4,13,9,4,3,6,2,3083,http://www.ufcstats.com/fight-details/f9536ea60551b840,http://www.ufcstats.com/event-details/bcd124bcd3d5be46
2553,3666,Marlon Moraes,Aljamain Sterling,Bantamweight,2,0,14,7,10,3,17,10,10,3,0,0,0,0,0,0,0,0,13,0,13,6,7,1,1,1,1,1,0,0,2,1,12,5,8,3,0,0,0,0,2,2,2,0,2553,http://www.ufcstats.com/fight-details/1aaa1a9ceecd6063,http://www.ufcstats.com/event-details/bcd124bcd3d5be46
3288,1002,Frankie Saenz,Merab Dvalishvili,Bantamweight,0,0,106,58,118,47,115,66,180,104,3,0,23,11,0,0,0,0,19,466,63,22,98,34,37,31,16,10,6,5,4,3,59,22,84,24,45,34,32,21,2,2,2,2,3288,http://www.ufcstats.com/fight-details/ab853176cfe20b01,http://www.ufcstats.com/event-details/bcd124bcd3d5be46
1626,1638,Scott Holtzman,Darrell Horcher,Lightweight,0,0,82,49,63,36,212,173,87,60,11,7,1,1,0,0,0,0,589,100,60,28,54,28,21,20,6,5,1,1,3,3,37,12,32,13,15,13,21,15,30,24,10,8,1626,http://www.ufcstats.com/fight-details/6fe21a4cb2d839fd,http://www.ufcstats.com/event-details/bcd124bcd3d5be46
127,2941,Eryk Anders,Markus Perez,Middleweight,0,0,141,79,60,30,171,104,72,41,4,2,5,2,0,1,0,0,472,49,117,62,39,12,22,16,17,14,2,1,4,4,57,26,39,15,39,24,14,11,45,29,7,4,127,http://www.ufcstats.com/fight-details/c9e19742c4146bff,http://www.ufcstats.com/event-details/bcd124bcd3d5be46
1959,314,Jason Knight,Gabriel Benitez,Featherweight,0,0,181,36,192,85,182,37,199,91,9,1,0,0,0,0,0,0,64,77,160,22,163,61,15,10,18,14,6,4,11,10,175,33,185,81,6,3,0,0,0,0,7,4,314,http://www.ufcstats.com/fight-details/0a444f30cae13d8f,http://www.ufcstats.com/event-details/bcd124bcd3d5be46
1776,2940,Carls John De Tomas,Alex Perez,Bantamweight,0,0,28,8,40,24,29,9,62,42,2,0,4,2,0,3,0,0,55,218,27,7,25,13,0,0,8,5,1,1,7,6,27,7,21,9,1,1,8,7,0,0,11,8,2940,http://www.ufcstats.com/fight-details/061081f46950fdb0,http://www.ufcstats.com/event-details/bcd124bcd3d5be46
2937,53,Alejandro Perez,Iuri Alcantara,Bantamweight,0,0,97,35,99,38,100,38,100,39,3,0,3,0,0,0,0,0,55,9,72,16,63,9,4,4,21,15,21,15,15,14,90,29,98,38,7,6,1,0,0,0,0,0,2937,http://www.ufcstats.com/fight-details/1ed266bed8005bbe,http://www.ufcstats.com/event-details/bcd124bcd3d5be46
2558,2189,Albert Morales,Benito Lopez,Bantamweight,0,1,198,78,187,78,252,109,188,79,1,0,0,0,0,1,0,0,182,53,154,45,144,55,21,14,31,15,23,19,12,8,186,73,180,74,12,5,7,4,0,0,0,0,2189,http://www.ufcstats.com/fight-details/bc84680df666c96d,http://www.ufcstats.com/event-details/bcd124bcd3d5be46
2686,1308,Antonio Braga Neto,Trevin Giles,Middleweight,0,1,73,18,113,70,86,26,120,77,5,2,0,0,0,0,0,0,194,24,60,10,104,62,8,5,7,6,5,3,2,2,71,16,111,68,0,0,2,2,2,2,0,0,1308,http://www.ufcstats.com/fight-details/7a57289563f9d974,http://www.ufcstats.com/event-details/bcd124bcd3d5be46
3333,3615,Luke Sanders,Andre Soukhamthath,Bantamweight,0,1,67,23,49,20,82,37,52,23,1,0,0,0,0,0,0,0,109,0,61,19,44,16,6,4,4,3,0,0,1,1,61,21,37,10,6,2,3,3,0,0,9,7,3615,http://www.ufcstats.com/fight-details/fbce8f52689bce87,http://www.ufcstats.com/event-details/bcd124bcd3d5be46
847,583,Alexis Davis,Liz Carmouche,Flyweight,0,0,63,23,71,49,182,132,215,191,3,1,4,4,2,0,1,0,350,393,44,10,46,29,10,6,15,13,9,7,10,7,39,7,40,20,15,9,13,12,9,7,18,17,847,http://www.ufcstats.com/fight-details/10a1947cb3feabc1,http://www.ufcstats.com/event-details/bcd124bcd3d5be46
3723,2805,Cub Swanson,Brian Ortega,Featherweight,0,0,97,60,70,24,97,60,70,24,0,0,1,0,0,2,0,0,14,30,57,24,56,12,22,20,11,9,18,16,3,3,92,56,66,20,5,4,4,4,0,0,0,0,2805,http://www.ufcstats.com/fight-details/1d166488129030d0,http://www.ufcstats.com/event-details/bcd124bcd3d5be46
